id,nome,idade,renda_mensal,estado_civil,uf,data_cadastro,score_credito,categoria_produto,qtd_compras_12m,email
1110,Eduarda Ramos,38.0,977.9178612912576,—  ,br,2022-08-16,719.0,unknown,1,eduarda.ramos296@hotmail.com 
1384,Rafael Moraes,15.0,753.2264133512405,,am,2023-01-24,709.0,C,8,RAFAEL.MORAES451EMPRESA.COM.BR
1060,Rafael Oliveira,36.0,3473.751190919925,Viúvo, sp ,2025-06-29,642.0, UNKNOWN,2,rafael.oliveira511@empresa.com.br
1070,Carla Oliveira,28.0,2012.5714162695358,—,rn,2025-08-01,661.0,a ,3,carla.oliveira707@yahoo.com
1259,Carla Pereira,38.0,2808.1229423472264,Single  ,es,2024-02-21,,c,5,carla.pereira306empresa.com.br
1013,Bruno Klein,25.0,"R$ 2332,00 reais",Viúvo,pi,2024-09-21,745.0,B,7,BRUNO.KLEIN553HOTMAIL.COM
1496,Marina Itaúna,35.0,1401.7267009152247,Viuvo,ms,2022-02-08,733.0,B,8,marina.itaúna721@universidade.br
1248,Yasmin Klein,44.0,1724.3786244882217,Divorc.  ,ce,2023-01-20,609.0,a ,6,yasmin.klein217@empresa.com.br
1389,Paula Pereira,55.0,,Solteiro,ce,2023-05-03,567.0,B,3,paula.pereira603@empresa.com.br
1179,Tiago Moraes,17.0,1147.7925095601859,CASADO ,xx,2023-11-17,732.0,a ,2,tiago.moraes836@universidade.br
1228,Zuleica Ximenes,42.0,691.905013957371,Viúvo,sp,2023-12-28,1000.0,unknown,2,zuleica.ximenes866@hotmail.com
1409,Karen Ramos,36.0,"R$ 4456,00 reais",solteiro  ,ceara,2024-03-31,949.0,c,5,karen.ramos424@hotmail.com
1598,Karen Silva,47.0,"R$ 2777,00 reais",—  ,se,2024-02-20,676.0, B,,karen.silva972empresa.com.br
1489,Felipe Pereira,30.0,3878.706006003097,solteiro  ,sp,2024-09-25,766.0,unknown,14,felipe.pereira113@universidade.br
1597,Vera Lima,52.0,,Divorc.,br,2024-04-06,, UNKNOWN,2,vera.lima798@universidade.br
1578,Tiago Zanetti,37.0,1466.9531173986468,Solteiro,ceara,2024-02-26,685.0,a ,1,tiago.zanetti815@empresa.com.br
1467,Carla Gomes,44.0,"R$ 1185,00 reais",Viuvo,to,2024-06-25,479.0,D,8,carla.gomes168@empresa.com.br
1285,João Nascimento,14.0,1633.6243561670315,Single,df,2022-02-21,755.0,  b ,3,joão.nascimento149@gmail.com
1423,Bruno Klein,29.0,4162.827456984368,Divorciado,ma,2024-10-12,324.0,unknown,4,bruno.klein423@empresa.com.br
1589,Xavier Cardoso,42.0,2176.547552303249,,ba,2022-12-09,, C,6,xavier.cardoso398@universidade.br
1340,Diego Itaúna,50.0,2081.141660146447,Casado,sp,2023-09-26,672.0,B,3,diego.itaúna254@yahoo.com
1351,Zuleica Werneck,39.0,1203.0028984268074,—,ma,2024-01-31,778.0,unknown,3,zuleica.werneck92@hotmail.com
1148,Luiz Werneck,33.0,2358.6215202275357,,es,2024-08-11,646.0,C,1,luiz.werneck164@empresa.com.br
1300,Luiz Gomes,22.0,"R$ 2306,00 reais",,ma,2022-11-26,587.0, B,7,luiz.gomes227@universidade.br
1603,João Uchoa,46.0,2613.176055930949,Viuvo,rr,2023-09-04,,a ,4,joão.uchoa628@hotmail.com
1192,Eduarda Gomes,31.0,7545.406463586939,Single  ,ce,2024-04-17,382.0,B,0,eduarda.gomes504@empresa.com.br
1532,Otávio Esteves,48.0,2120.1193389209106,Solteiro  ,es,2022-12-07,,B,1,otávio.esteves757@empresa.com.br
1574,Gabriela Klein,35.0,1559.39466873295,—,al,2023-04-08,573.0,B,1,gabriela.klein434@gmail.com
1358,Otávio Zanetti,40.0,"R$ 1879,00 reais",CASADO   ,to,2024-01-26,712.0,—,5,otávio.zanetti726@gmail.com
1249,João Werneck,39.0,2513.2098559519022,Divorciado,al,2022-12-22,606.0,B,2,joão.werneck897@hotmail.com
1490,Quésia Barbosa,33.0,2659.8714682601903,Viuvo  ,sp,2025-06-17,,a,6,QUÉSIA.BARBOSA362YAHOO.COM 
1441,Ana Pereira,62.0,2778.8435444772263,Solteiro,ms,2022-07-02,758.0,B,2,ana.pereira668@universidade.br
1053,Tiago Honório,42.0,6573.5584896266355,Divorc.,xx,2024-06-25,400.0,C,13,tiago.honório881@universidade.br
1159,Ulisses Vasconcelos,24.0,4262.834119843775,Single, sp ,2024-05-02,335.0,unknown,9,ulisses.vasconcelos153@yahoo.com
1541,Xavier Dias,35.0,8656.634925002203,CASADO ,ro,2022-10-10,640.0,A,—,xavier.dias869@hotmail.com
1455,William Yamamoto,38.0,2978.2951484548776,CASADO ,pr,2026-10-20,536.0,A,1,william.yamamoto665@empresa.com.br
1354,Otávio Itaúna,29.0,,—,mt,2022-05-22,402.0, C,7,otávio.itaúna159@empresa.com.br
1022,Tiago Gomes,38.0,,Viúvo,pe,2024-11-01,571.0,a ,5,tiago.gomes258@gmail.com
1629,Nina Oliveira,58.0,,—  ,df,2025-07-27,579.0,B,2,nina.oliveira82@yahoo.com
1168,Nina Zanetti,38.0,4625.261667205518,Divorciado,df,2022-07-17,522.0,c,11,nina.zanetti153@hotmail.com
1487,Tiago Dias,35.0,2868.126880726036,,ce,2024-08-12,636.0,—,10,tiago.dias301@empresa.com.br
1186,Paula Lima,40.0,2509.558019805541,Viuvo,xx,2023-10-16,396.0,A,7,paula.lima308@gmail.com
1284,Felipe Queiroz,27.0,613.0103416037887,,rs,2026-04-26,533.0,unknown,2,felipe.queiroz361@universidade.br
1513,Hugo Lima,47.0,2076.0348366852395,,ceara,2022-06-25,766.0,A,7,hugo.lima481@hotmail.com
1153,Carla Pereira,33.0,2749.391841718735,Divorc.  , sp ,2022-10-05,384.0,unknown,6,carla.pereira657@empresa.com.br
1587,Quésia Zanetti,14.0,4098.0850997177995,Divorc.  ,ba,2022-09-01,466.0,B,6,quésia.zanetti904@hotmail.com
1294,Ulisses Gomes,49.0,5845.171495648759,Casado,df,2022-12-09,869.0,unknown,7,ulisses.gomes551universidade.br
1291,Felipe Queiroz,32.0,4971.229599403418,Single,mt,2024-05-01,, C,8,felipe.queiroz550@empresa.com.br
1426,Isabel Klein,47.0,1450.5845187632117,Casado  ,pe,2025-04-11,501.0, A ,3,isabel.klein473@hotmail.com
1352,Bruno Lima,40.0,1917.4662907394684,,df,2022-09-15,678.0,a ,3,bruno.lima239@yahoo.com
1379,Nina Nascimento,42.0,"R$ 671.,00 reais",,pi,2026-02-05,492.0,unknown,4,nina.nascimento193@gmail.com 
1074,Isabel Ferraz,41.0,1485.729882519342,Viuvo,rj,2023-11-25,677.0,unknown,11,isabel.ferraz118@empresa.com.br
1222,Felipe Almeida,43.0,"R$ 694,30",Viuvo,pr,2022-07-13,,a ,3,felipe.almeida105@hotmail.com
1217,Nina Almeida,22.0,,CASADO ,ac,2023-11-18,659.0,premium,6,nina.almeida778@empresa.com.br
1635,William Queiroz,39.0,4495.779508149527,Viuvo  ,ce,2026-07-21,602.0,unknown,1,william.queiroz690@universidade.br
1381,Paula Esteves,51.0,2300.4202914344496,Viúvo  ,ap,2026-06-05,602.0,unknown,7,paula.esteves993@gmail.com
1141,João Werneck,33.0,"R$ 2340,00 reais",Viuvo  ,pe,2024-09-08,672.0,B,2,joão.werneck207@universidade.br
1399,Felipe Silva,27.0,744.2820881958976,Divorciado,es,2023-09-24,712.0,B,2,felipe.silva879@yahoo.com
1134,Luiz Yamamoto,35.0,2072.199449486462,—,se,2024-10-21,195.0,A,4,luiz.yamamoto47@gmail.com
1278,Bruno Honório,,"R$ 2463,00 reais",CASADO , sp ,2024-01-15,490.0,B,1,bruno.honório464@gmail.com
1633,Paula Queiroz,51.0,5281.462999923059,Viúvo,ac,2025-07-30,575.0, UNKNOWN,2,paula.queiroz330@gmail.com
1272,Felipe Dias,37.0,2132.205317870387,—,sp,2025-03-11,629.0, B,18,FELIPE.DIAS449HOTMAIL.COM
1046,Isabel Klein,65.0,796.0331927780936,Casado  ,pi,2024-07-12,702.0,B,1,isabel.klein769@empresa.com.br
1382,Felipe Oliveira,40.0,"R$ 3068,00 reais",Viuvo,rs,2024-07-26,695.0,B,4,felipe.oliveira438@empresa.com.br
1407,Yasmin Oliveira,52.0,1993.9269294703493,Viúvo  ,ma,2025-06-17,,C,11,YASMIN.OLIVEIRA935YAHOO.COM
1289,Felipe Vasconcelos,39.0,1960.210352583817,Divorciado,es,2024-02-12,627.0,A,1,FELIPE.VASCONCELOS439YAHOO.COM
1390,Ulisses Ramos,47.0,2514.293459101948,Viúvo,am,2023-01-14,, B,1,ulisses.ramos57yahoo.com
1142,Bruno Vasconcelos,46.0,,Viúvo,pb,2022-04-18,521.0,A,6,bruno.vasconcelos424@yahoo.com
1549,Sofia Silva,51.0,3491.4404547869826,,pb,2023-12-19,738.0,C,2,sofia.silva292@universidade.br
1479,Isabel Silva,49.0,"R$ 3952,00 reais",Divorciado,pr,2024-10-31,604.0, C,2,isabel.silva70@gmail.com
1632,Karen Zanetti,21.0,1594.5317501489674,Viuvo  ,se,2026-07-16,556.0,A,2,karen.zanetti617@gmail.com
1628,Felipe Werneck,14.0,1644.2686137030325,Viuvo  , sp ,2024-10-26,668.0,A,2,felipe.werneck462@universidade.br
1235,Felipe Nascimento,34.0,6426.766164696642,Divorc.,rr,2025-01-23,668.0,a ,3,FELIPE.NASCIMENTO104EMPRESA.COM.BR
1327,João Cardoso,66.0,926.0432228092584,  ,ro,2022-06-05,774.0,c,2,joão.cardoso954@hotmail.com
1395,Xavier Gomes,33.0,3707.720857512352,Divorc.,to,2022-04-04,549.0,C,9,xavier.gomes359@universidade.br
1271,Karen Ferraz,35.0,3367.432643459522,Divorc.,ceara,2023-07-11,465.0,unknown,4,karen.ferraz395@empresa.com.br
1510,Rafael Uchoa,43.0,3239.5877484285006,Viúvo,ce,2024-08-05,611.0,B,7,rafael.uchoa269hotmail.com
1193,Bruno Itaúna,45.0,"R$ 4413,00 reais",solteiro,mt,2026-12-12,,c,10,bruno.itaúna761@empresa.com.br
1140,Paula Klein,33.0,1953.0264624032536,Single,pi,2023-08-13,388.0, A,2,paula.klein588@universidade.br
1054,Gabriela Uchoa,53.0,1596.2275142347398,,ce,2022-11-18,,B,7,gabriela.uchoa178universidade.br 
1403,João Uchoa,59.0,2936.079079195162,CASADO ,mg,2023-01-30,541.0, C,5,
1335,Diego Oliveira,37.0,4145.8614151872225,solteiro  ,sc,2024-01-08,588.0,c,4,diego.oliveira571@yahoo.com
1055,William Jesus,37.0,1394.7144891933417,Viuvo,ba,2023-04-24,,C,4,william.jesus807@universidade.br
1273,Eduarda Pereira,34.0,2455.809133578286,Casado,to,2024-06-21,403.0,A,2,eduarda.pereira65@yahoo.com 
1336,Ulisses Uchoa,76.0,4550.685925503178,solteiro,rr,2023-10-28,675.0,B,10,ulisses.uchoa523@empresa.com.br
1468,Quésia Klein,35.0,4242.848196459455,—  ,sp,2022-07-01,580.0,A,11,quésia.klein420@yahoo.com
1500,Bruno Ximenes,22.0,4015.1880041533223,Solteiro  , sp ,2022-06-21,721.0, C,1,bruno.ximenes617@yahoo.com
1520,Sofia Gomes,,5150.287145143879,Solteiro,ms,2024-05-02,397.0,premium,1,sofia.gomes253@empresa.com.br
1261,Felipe Pereira,61.0,,Casado,go,2025-06-12,,a ,6,felipe.pereira649@empresa.com.br
1108,Otávio Lima,26.0,"R$ 8316,00 reais",Divorc.,am,2024-03-22,842.0, C,8,otávio.lima383@hotmail.com
1370,João Ferraz,58.0,"R$ 2.290,85",—,xx,2025-06-30,572.0, B,3,joão.ferraz452@gmail.com
1323,Isabel Yamamoto,26.0,"R$ 5976,00 reais",,se,2024-04-10,559.0, C,4,isabel.yamamoto206universidade.br
1003,Ulisses Teixeira,32.0,1563.3025749842395,CASADO ,mg,2022-05-23,494.0,A,0,ulisses.teixeira678@hotmail.com
1360,Sofia Lima,47.0,"R$ 2992,00 reais",,br,2022-08-02,503.0,B,2,sofia.lima812@hotmail.com
1101,Zuleica Uchoa,130.0,6716.248247062382,Casado,ro,2022-07-13,732.0,c,4,zuleica.uchoa695@empresa.com.br
1644,João Werneck,22.0,"R$ 3440,00 reais",,se,2022-07-19,667.0,a,1,joão.werneck332@universidade.br
1209,Marina Cardoso,31.0,4691.023130169652,Single,ma,2023-07-23,,A,8,marina.cardoso318@gmail.com
1397,Paula Zanetti,14.0,6901.603119031728,Divorciado  ,sp,2022-11-15,934.0,B,7,paula.zanetti472@universidade.br
1052,Diego Cardoso,59.0,3111.900857237328,Casado  ,am,2022-11-07,410.0,B,8,diego.cardoso831@universidade.br
1017,William Ximenes,44.0,4889.825964526605,Single,ce,2027-01-01,,a,5,william.ximenes304@hotmail.com
1377,Hugo Silva,15.0,2864.8635188282215,solteiro,ro,2024-07-08,676.0, C,1,hugo.silva135@hotmail.com
1050,Isabel Ximenes,,4070.251218088066,Single,rj,2022-07-25,481.0, UNKNOWN,4,isabel.ximenes199@yahoo.com
1599,João Cardoso,38.0,"R$ 1794,00 reais",,ms,2022-03-07,779.0,a,7 compras,joão.cardoso706@universidade.br
1649,Isabel Werneck,29.0,4459.338633100971,—,ms,2024-02-26,614.0,  b ,3,isabel.werneck661@empresa.com.br
1452,Ana Pereira,18.0,2726.6917695900825,Divorciado,ceara,2025-03-14,903.0, B,4,ana.pereira598@gmail.com
1297,Tiago Cardoso,34.0,2934.94507616619,—, sp ,2022-05-29,722.0, C,8,tiago.cardoso951@universidade.br
1357,Paula Queiroz,51.0,"R$ 1770,00 reais",—,pe,2022-04-11,586.0,C,5,paula.queiroz227@universidade.br 
1611,Xavier Ferraz,47.0,3982.257343633797,Single,df,2023-11-01,,a,5,xavier.ferraz576@hotmail.com
1560,Eduarda Jesus,56.0,1083.1069384250154,,mt,2022-05-01,517.0, C,7,eduarda.jesus985@yahoo.com
1030,Karen Moraes,41.0,3901.411630112399,Single,go,2023-01-28,414.0,a ,1,
1498,Carla Uchoa,26.0,1336.2541616393091,Divorc.  , sp ,2023-08-11,,B,4,carla.uchoa165@yahoo.com
1117,Karen Dias,34.0,5327.4685461311965,,rj,2023-09-20,,a ,0,karen.dias618@empresa.com.br
1607,Xavier Oliveira,49.0,4550.655615388825,Casado,ce,2025-01-28,,B,1,xavier.oliveira249@empresa.com.br
1116,Marina Klein,32.0,3381.5514491133936,Viuvo  ,ce,2026-03-12,755.0, UNKNOWN,5,MARINA.KLEIN532YAHOO.COM
1620,Marina Ferraz,38.0,2148.821041776496,Divorc.  ,br,2022-11-16,457.0,unknown,4,marina.ferraz977empresa.com.br
1533,Marina Barbosa,37.0,1542.2610466466647,Casado  ,br,2024-05-01,904.0,unknown,8,marina.barbosa508@universidade.br
1505,Otávio Moraes,27.0,-2242.716764920629,Divorc.,pe,2023-09-09,647.0, A,5,OTÁVIO.MORAES959HOTMAIL.COM
1437,Vera Ramos,40.0,"R$ 2232,00 reais",—  ,pb,2022-05-28,468.0,A,1,vera.ramos754@hotmail.com 
1051,Rafael Jesus,28.0,6612.9229635632055,Divorciado,ce,2022-07-30,,unknown,3,rafael.jesus13@universidade.br
1576,Tiago Oliveira,32.0,1976.034246357268,,xx,2025-03-31,,A,1,tiago.oliveira88@gmail.com
1578,Tiago Zanetti,37.0,1466.9531173986468,Solteiro,ceara,2024-02-26,685.0,a ,1,tiago.zanetti815@empresa.com.br
1333,Diego Ximenes,31.0,2627.0115585925105,Viúvo  ,br,2024-02-20,, B,5,diego.ximenes150@hotmail.com 
1304,Diego Ferraz,23.0,4012.110573588689,Casado,pi,2022-10-14,460.0,c,10,diego.ferraz202@yahoo.com
1454,Zuleica Vasconcelos,20.0,,CASADO ,am,2024-11-20,535.0,B,6,zuleica.vasconcelos373@gmail.com
1526,Paula Queiroz,29.0,1146.990751163136,Single,ce,2026-06-19,567.0,—,3,paula.queiroz448@gmail.com
1318,Isabel Itaúna,36.0,4535.898044948084,Divorc.,sc,2025-06-07,570.0,C,3,isabel.itaúna697@empresa.com.br
1058,Felipe Pereira,40.0,1702.5286629882762,Viuvo,pi,2023-01-07,610.0,—,3,felipe.pereira447@empresa.com.br
1383,Sofia Teixeira,29.0,"R$ 2392,00 reais",,ap,2024-12-02,568.0,A,4,sofia.teixeira463@empresa.com.br 
1485,William Yamamoto,37.0,3206.31346150577,solteiro,se,2026-03-12,716.0,D,2,william.yamamoto683@universidade.br
1518,Eduarda Barbosa,34.0,,Solteiro  ,sp,2023-06-17,718.0,B,5,eduarda.barbosa723@empresa.com.br
1097,Yasmin Silva,44.0,2069.306863654406,—,rs,2025-07-08,254.0,unknown,1,yasmin.silva155empresa.com.br
1527,Quésia Nascimento,20.0,,Solteiro  ,ba,2022-04-03,,c,3,quésia.nascimento111@universidade.br
1602,Gabriela Almeida,31.0,3026.2277954971496,Viuvo  ,ba,2024-03-28,, C,7,gabriela.almeida827@hotmail.com
1459,Ana Zanetti,45.0,2154.9299288399184,Single  , sp ,2024-04-23,694.0,c,1,ana.zanetti352@yahoo.com
1610,Hugo Gomes,39.0,405.5801119656668,Divorc.,al,2022-01-30,571.0,C,1,hugo.gomes841@hotmail.com
1023,Isabel Ferraz,42.0,,Single,br,2025-02-22,,A,1,isabel.ferraz115@gmail.com
1270,Diego Dias,34.0,"R$ 3432,00 reais",Solteiro,ac,2022-10-11,689.0,B,3,diego.dias663@hotmail.com
1404,Tiago Ramos,33.0,2264.771890582589,Viúvo  ,rr,2025-01-30,424.0,C,4,tiago.ramos278@hotmail.com
1200,Paula Zanetti,37.0,"R$ 1034,00 reais",,am,2022-04-05,619.0,A,2,paula.zanetti642empresa.com.br
1154,Vera Ramos,26.0,1084.6246231108244,CASADO ,es,2023-01-01,453.0,c,9,vera.ramos403@universidade.br
1567,Ana Teixeira,43.0,2505.1622983635316,Solteiro,ms,2024-04-26,683.0, C,0,ana.teixeira917@empresa.com.br
1204,Ulisses Vasconcelos,37.0,1218.019169296267,Single  ,ac,2026-10-18,825.0, B,8,ulisses.vasconcelos169@empresa.com.br
1319,Isabel Jesus,42.0,1209.6059187669775,,se,2022-10-10,169.0,unknown,4,isabel.jesus885@gmail.com
1236,Bruno Jesus,49.0,4574.039803154481,solteiro,df,2022-06-01,,C,7,bruno.jesus175@empresa.com.br
1066,Otávio Almeida,46.0,"R$ 2026,00 reais",Divorc.,ma,2022-06-03,,a ,4,otávio.almeida801@yahoo.com
1242,Hugo Pereira,67.0,3670.1354411386383,Divorc.,ap,2024-10-25,686.0,c,3,hugo.pereira923@universidade.br
1376,Ana Ramos,38.0,"R$ 1920,00 reais",Viúvo,ma,2023-12-01,, A ,1,ana.ramos673@hotmail.com
1002,Yasmin Klein,40.0,774.356106116968,Divorc.,df,2024-01-06,341.0,unknown,3,yasmin.klein353@universidade.br 
1631,Paula Pereira,14.0,4847.9055042047,—  ,br,2023-11-21,660.0,C,6,paula.pereira699@yahoo.com
1642,Paula Jesus,36.0,3456.1632696273255,Divorc.  ,am,2023-11-14,493.0,a,8,paula.jesus848@hotmail.com
1082,Quésia Dias,52.0,1841.7925875985602,Viuvo, sp ,2024-01-12,343.0,—,10,quésia.dias608@gmail.com
1392,Yasmin Jesus,57.0,7591.866149971748,Divorc.,ba,2024-05-25,530.0,unknown,4,yasmin.jesus564@gmail.com
1613,Nina Jesus,34.0,"R$ 3.485,46",Viuvo,df,2025-01-03,434.0, UNKNOWN,8,nina.jesus945@universidade.br
1055,William Jesus,37.0,1394.7144891933417,Viuvo,ba,2023-04-25,405.0,C,4,william.jesus807@universidade.br
1601,Carla Moraes,28.0,1758.549458877898,Viúvo, sp ,2023-02-26,,C,3,carla.moraes443@empresa.com.br
1344,Nina Ramos,49.0,2488.9959990771717,Viúvo,mt,2025-08-15,559.0,a ,13,nina.ramos849@empresa.com.br
1038,Paula Almeida,35.0,"R$ 3745,00 reais",solteiro,sp,2024-05-08,,c,4,paula.almeida766@universidade.br
1514,Tiago Itaúna,21.0,3698.753588175937,Single,am,2022-04-17,509.0, C,13,tiago.itaúna954@hotmail.com
1508,João Klein,28.0,1612.716605450651,Casado,mt,2023-05-27,462.0,c,2,joão.klein731@hotmail.com
1449,Sofia Ramos,41.0,"R$ 1955,00 reais",Casado,to,2024-12-04,405.0,a ,12,SOFIA.RAMOS883HOTMAIL.COM
1010,Ana Dias,29.0,3522.7801539154684,solteiro,pr,2022-04-29,754.0,B,8,ana.dias900@universidade.br
1063,Carla Itaúna,44.0,1593.8746621619778,Divorc.  ,ro,2024-11-05,331.0, C,1,carla.itaúna841@gmail.com
1032,Vera Uchoa,41.0,"R$ 1589,00 reais",Casado,pr,2023-09-28,879.0,B,6,vera.uchoa826@hotmail.com 
1346,Gabriela Klein,,-7220.833693824505,Solteiro,al,2023-01-16,,A,3,gabriela.klein289@yahoo.com
1528,Quésia Almeida,50.0,8544.692968048143,,ceara,2023-01-03,362.0,unknown,1,quésia.almeida187empresa.com.br
1396,João Queiroz,42.0,968.9374787894029,Solteiro,es,2023-11-14,377.0,C,6,joão.queiroz406@universidade.br 
1371,Xavier Barbosa,14.0,1886.387050863976,—,ma,2023-08-13,496.0, A,1,xavier.barbosa352@gmail.com
1025,Hugo Ferraz,27.0,2555.8419256260895,Divorciado,to,2022-02-20,525.0, B,8,hugo.ferraz755@yahoo.com
1305,Sofia Moraes,32.0,"R$ 6647,00 reais",Viúvo,ap,2025-02-03,659.0,C,1,sofia.moraes557@universidade.br
1120,Eduarda Queiroz,20.0,4847.665005926915,CASADO ,pi,2023-05-27,,A,3,eduarda.queiroz27@hotmail.com
1590,Paula Pereira,52.0,1793.783187882123,Divorc., sp ,2023-03-01,492.0, B,3,paula.pereira917@hotmail.com
1321,Luiz Cardoso,24.0,,,sp,2024-03-31,784.0,c,4,luiz.cardoso672@universidade.br
1367,Eduarda Barbosa,40.0,6421.242763330521,Divorc.,xx,2025-05-03,797.0, C,12,eduarda.barbosa517@gmail.com
1546,Ulisses Moraes,25.0,3098.7566518417884,solteiro  ,ce,2022-03-17,871.0,c,4,ulisses.moraes343@empresa.com.br
